x,y,z
1.304999999999999910e-02,8.250000000000000666e-01,3.720231513421988576e-03
1.259999999999999835e-02,9.000000000000000222e-01,-4.489934585164468209e-03
1.259999999999999835e-02,9.000000000000000222e-01,-1.795973834065786893e-03
1.259999999999999835e-02,9.000000000000000222e-01,8.979869170328944224e-04
1.259999999999999835e-02,9.000000000000000222e-01,3.591947668131574654e-03
1.214999999999999761e-02,9.750000000000000888e-01,-4.329579778551451673e-03
1.214999999999999761e-02,9.750000000000000888e-01,-1.731831911420580366e-03
1.214999999999999761e-02,9.750000000000000888e-01,8.659159557102910501e-04
1.214999999999999761e-02,9.750000000000000888e-01,3.463663822841161598e-03
2.400000000000000050e-02,0.000000000000000000e+00,-6.885051588283498843e-03
2.400000000000000050e-02,0.000000000000000000e+00,-2.754020635313398930e-03
2.400000000000000050e-02,0.000000000000000000e+00,1.377010317656700983e-03
2.400000000000000050e-02,0.000000000000000000e+00,5.508041270626799595e-03
2.340000000000000066e-02,7.500000000000001110e-02,-6.712925298576411653e-03
2.340000000000000066e-02,7.500000000000001110e-02,-2.685170119430564141e-03
2.340000000000000066e-02,7.500000000000001110e-02,1.342585059715283588e-03
2.340000000000000066e-02,7.500000000000001110e-02,5.370340238861130017e-03
2.280000000000000082e-02,1.500000000000000222e-01,-6.540799008869323597e-03
2.280000000000000082e-02,1.500000000000000222e-01,-2.616319603547728918e-03
2.280000000000000082e-02,1.500000000000000222e-01,1.308159801773865977e-03
2.280000000000000082e-02,1.500000000000000222e-01,5.232639207095459571e-03
2.220000000000000098e-02,2.250000000000000056e-01,-6.368672719162237275e-03
